PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Residential,2810763000,3426 N FRATNEY ST,,3,2880,Milwaukee Bungalow,Frame,1.5,1921,2101,1,4,2,0,5535,2009-03,179875
Residential,3190503000,2515 N FREDERICK AV,,3,3170,Residence O/S,Stucco,1,1915,1414,1,2,1,0,5080,2009-03,230000
Residential,3010036000,2801 N COLONIAL DR,,5,2140,Cape Cod,Brick,1.5,1953,2429,1,3,2,1,11700,2009-03,349200
Residential,3020876000,2743 N 84TH ST,,5,2080,Cape Cod,Brick,1,1951,1318,1,3,2,0,6784,2009-03,160000
Residential,3030995000,2820 N 83RD ST,,5,2080,Cape Cod,Brick,1.5,1949,1258,1,2,1,0,5120,2009-03,118000
Residential,2930842000,3433 N 88TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1950,1257,1,3,2,0,6550,2009-03,164900
Residential,2930494000,3351 N 91ST ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1952,934,1,3,1,0,4800,2009-03,135000
Residential,3030209000,8045 W LORRAINE PL,,5,2080,Cape Cod,Aluminum / Vinyl,1,1942,923,1,3,2,0,4960,2009-03,162000
Residential,2140351000,4944 N 91ST ST,,5,1400,Cape Cod,Aluminum / Vinyl,1,1956,784,1,2,1,0,6700,2009-03,75500
Residential,1490261000,11027 W KAUL AV,,5,780,Colonial,Aluminum / Vinyl,2,1984,1686,1,3,2,0,9020,2009-03,170000
Residential,2140324000,4848 N 91ST ST,,5,1400,Duplex N/S,Stone,2,1957,2146,2,6,2,0,8700,2009-03,135000
Residential,2140233000,8700 W HAMPTON AV,,5,1400,Duplex N/S,Frame,2,1961,2092,2,6,2,2,5280,2009-03,100000
Residential,1480192000,6083 N 122ND ST,,5,780,Ranch,Frame,1,1968,1500,1,3,1,1,10125,2009-03,100000
Residential,1490251000,11119 W KAUL AV,,5,780,Ranch,Aluminum / Vinyl,1,1997,1262,1,3,1,0,9042,2009-03,112250
Residential,2920236000,3121 N 82ND ST,,5,2100,Ranch,Brick,1,1952,1239,1,3,1,1,6500,2009-03,133800
Residential,2530250000,4052 N 90TH ST,,5,1460,Ranch,Brick,1,1958,1232,1,3,1,1,5080,2009-03,143500
Residential,2530938000,4229 N 86TH ST,,5,1460,Ranch,Brick,1,1956,1223,1,3,1,1,8060,2009-03,125000
Residential,2520500000,4152 N 78TH ST,,5,1470,Ranch,Aluminum / Vinyl,1,1956,1154,1,3,1,0,6459,2009-03,143000
Residential,1840235000,5308 N 107TH ST,,5,1040,Ranch,Aluminum / Vinyl,1,1956,1077,1,3,1,1,7015,2009-03,133100
Residential,2230506000,9100 W GRANTOSA DR,,5,1460,Ranch,Brick,1,1966,1059,1,3,1,0,7080,2009-03,134000
Residential,2920505000,3130 N 80TH ST,,5,2100,Ranch,Aluminum / Vinyl,1,1950,1036,1,3,1,1,4800,2009-03,155000
Residential,2520462000,4118 N 79TH ST,,5,1470,Ranch,Aluminum / Vinyl,1,1957,954,1,3,1,0,6050,2009-03,127000
Residential,3031138000,7833 W HADLEY ST,,5,2080,Ranch,Frame,1,1948,833,1,2,1,0,5000,2009-03,125000
Residential,2230037000,8751 W HERBERT AV,,5,1460,Townhouse,Aluminum / Vinyl,2,1962,2484,2,6,2,2,6776,2009-03,131500
Residential,1490279000,11030 W FLORIST AV,,5,780,Townhouse,Aluminum / Vinyl,2,1978,2451,2,6,2,2,7245,2009-03,145000
Residential,3220213000,248 E NORTH AV,,6,2920,Dplx Bungalow,Aluminum / Vinyl,2,1922,2086,2,4,2,0,4700,2009-03,80000
Residential,3211438000,2458 N BOOTH ST,,6,2810,Duplex O/S,Aluminum / Vinyl,1.5,1896,1728,2,4,2,0,4800,2009-03,126000
Residential,3140420000,523 E LOCUST ST,,6,2810,Duplex O/S,Aluminum / Vinyl,1.5,1910,1468,2,4,2,0,2340,2009-03,40000
Residential,2812343000,3166 N HOLTON ST,,6,2800,Residence O/S,Aluminum / Vinyl,1.5,1909,1740,1,3,2,0,4200,2009-03,112900
Residential,2811610000,3336 N BUFFUM ST,,6,2900,Residence O/S,Frame,1.5,1892,1366,1,3,1,0,3960,2009-03,12500
Residential,2811610000,3336 N BUFFUM ST,,6,2900,Residence O/S,Frame,1.5,1892,1366,1,3,1,0,3960,2009-03,5000
Residential,2750103000,3770 N HUMBOLDT BL,,6,3320,Residence O/S,Stone,1,1925,820,1,1,1,0,7080,2009-03,133000
Residential,2880770000,3248 N 44TH ST,,7,1840,Dplx Bungalow,Masonry / Frame,2,1936,2780,2,4,2,0,4480,2009-03,126000
Residential,2680705000,3711 N 39TH ST,,7,1740,Dplx Bungalow,Aluminum / Vinyl,1.5,1929,2082,2,4,2,0,4800,2009-03,45000
Residential,2870719000,3130 N 37TH ST,,7,1780,Dplx Bungalow,Aluminum / Vinyl,1.5,1899,1452,2,4,1,0,4800,2009-03,31000
Residential,2470572000,4033 N MONTREAL ST,,7,1680,Ranch,Stone,1,1941,1118,1,2,1,0,4800,2009-03,96000
Residential,2870208000,3226 N 36TH ST,,7,1740,Residence O/S,Aluminum / Vinyl,1,1914,1515,1,5,1,0,3600,2009-03,91000
Residential,4350643000,939 S LAYTON BL,,8,4000,Colonial,Masonry / Frame,2,1912,2904,1,6,1,1,5715,2009-03,176400
Residential,4700239000,2502 W LEGION ST,,8,4120,Duplex O/S,Aluminum / Vinyl,2,1883,2234,2,6,2,0,7742,2009-03,120000
Residential,4351324000,710 S 29TH ST,,8,4060,Duplex O/S,Aluminum / Vinyl,1.5,1904,1912,2,3,2,0,2400,2009-03,52100
Residential,4710810000,2141 S 30TH ST,,8,4000,Milwaukee Bungalow,Aluminum / Vinyl,1,1916,1578,1,4,2,0,4200,2009-03,85000
Residential,4710982000,2065 S 29TH ST,,8,4000,Residence O/S,Aluminum / Vinyl,1.5,1912,1652,1,2,1,1,5625,2009-03,120000
Residential,4710679000,2219 S 30TH ST,,8,4000,Residence O/S,Aluminum / Vinyl,1,1910,1438,1,3,1,0,3600,2009-03,118900
Residential,4350223000,1100 S 32ND ST,,8,4060,Residence O/S,Aluminum / Vinyl,1,1886,1252,1,3,1,0,3998,2009-03,60000
Residential,790222000,9671 W FOUNTAIN AV,,9,240,Colonial,Aluminum / Vinyl,2,2008,2361,1,4,2,1,11335,2009-03,279500
Residential,730037000,8133 N PINGREE AV,,9,240,Ranch,Aluminum / Vinyl,1,1971,1200,1,4,1,1,9000,2009-03,130000
Residential,2910126000,3100 N 75TH ST,,10,2100,Cape Cod,Aluminum / Vinyl,1,1950,1170,1,4,1,0,3800,2009-03,117500
Residential,4200176000,220 S 68TH ST,,10,2710,Dplx Bungalow,Aluminum / Vinyl,1.5,1930,1852,2,4,2,0,4216,2009-03,122000
Residential,2890021000,3415-A N 58TH ST,,10,1850,Duplex N/S,Brick,2,1950,1900,2,4,2,0,5360,2009-03,123500
Residential,3050207000,2764 N CARLTON PL,,10,1980,Milwaukee Bungalow,Aluminum / Vinyl,1,1926,1557,1,4,2,0,4800,2009-03,145000
Residential,3461540000,2170 N 56TH ST,,10,2540,Milwaukee Bungalow,Frame,1,1919,1499,1,3,2,0,4520,2009-03,175000
Residential,3290512000,2525 N 51ST ST,,10,2520,Milwaukee Bungalow,Aluminum / Vinyl,1,1925,1401,1,4,1,0,3630,2009-03,75000
Residential,3680631000,1342 N 60TH ST,,10,2600,Milwaukee Bungalow,Frame,1,1930,1318,1,3,1,0,5400,2009-03,92000
Residential,4060869000,180 N 70TH ST,,10,2720,Milwaukee Bungalow,Aluminum / Vinyl,1,1927,1189,1,3,1,1,4800,2009-03,143900
Residential,4190066000,456 S 72ND ST,,10,2710,Milwaukee Bungalow,Aluminum / Vinyl,1,1926,1034,1,3,1,1,5640,2009-03,128000
Residential,4190680000,500 S 76TH ST,,10,2710,Ranch,Aluminum / Vinyl,1,1940,864,1,2,1,0,3600,2009-03,93000
Residential,5319972100,3207 S 47TH ST,,11,4420,Cape Cod,Aluminum / Vinyl,1,1948,1188,1,3,1,1,5000,2009-03,100000
Residential,5330901000,3366 W RUSKIN ST,,11,4400,Cape Cod,Aluminum / Vinyl,1,1951,865,1,2,1,0,5160,2009-03,102000
Residential,5330779000,3181 S 28TH ST,,11,4400,Ranch,Stone,1,1948,1057,1,2,1,0,4800,2009-03,128000
Residential,5301113000,3159 S 55TH ST,,11,4420,Ranch,Frame,1,1953,998,1,3,1,1,5400,2009-03,61000
Residential,5570329000,6443 W MORGAN AV,,11,4420,Ranch,Aluminum / Vinyl,1,1956,988,1,3,1,0,5500,2009-03,80000
Residential,5130473000,2758 S 52ND PL,,11,4240,Ranch,Brick,1,1950,869,1,2,1,0,6360,2009-03,140000
Residential,5550312000,4929 W LYNNDALE AV,,11,4420,Ranch,Aluminum / Vinyl,1,1955,694,1,2,1,0,6000,2009-03,97500
Residential,4680706000,914 W WINDLAKE AV,,12,4120,Duplex O/S,Aluminum / Vinyl,2,1894,1780,2,6,2,0,2640,2009-03,110000
Residential,4961499000,2609 S 15TH PL,,12,4160,Milwaukee Bungalow,Frame,1,1924,1202,1,4,1,0,3720,2009-03,55000
Residential,4690644000,2141 S 14TH ST,,12,4120,Residence O/S,Aluminum / Vinyl,1,1895,1004,1,3,1,0,4200,2009-03,57000
Residential,5510623000,3653 S 15TH ST,,13,4520,Cape Cod,Stone,1.5,1937,1819,1,3,1,0,4760,2009-03,174000
Residential,5800060000,3953 S 2ND ST,,13,4700,Cape Cod,Aluminum / Vinyl,1,1941,1763,1,5,2,0,4800,2009-03,194000
Residential,5800277000,4111 S 1ST PL,,13,4700,Cape Cod,Masonry / Frame,2,1937,1494,1,4,1,1,6000,2009-03,136000
Residential,5779951100,4157 S 20TH ST,,13,4660,Cape Cod,Aluminum / Vinyl,1,1954,1476,1,3,2,0,5170,2009-03,120000
Residential,5510116000,3815 S 13TH ST,,13,4520,Cape Cod,Brick,1.5,1946,1406,1,2,1,1,4920,2009-03,35000
Residential,5520808000,3622 S 24TH ST,,13,4360,Cape Cod,Aluminum / Vinyl,1,1954,1034,1,3,1,0,6837,2009-03,148000
Residential,5510988000,3832 S 20TH ST,,13,4520,Cape Cod,Aluminum / Vinyl,1,1943,1006,1,3,1,1,4840,2009-03,158000
Residential,6690656000,2361 W BIRCHWOOD AV,,13,4780,Colonial,Frame,2,1979,1746,1,3,2,1,6840,2009-03,245000
Residential,5340422000,3137 S 26TH ST,,13,4360,Duplex O/S,Brick,2,1940,2076,2,4,2,0,4800,2009-03,124000
Residential,6700701000,1325 W KLEIN AV,,13,4800,Ranch,Brick,1,1990,2044,1,3,2,0,9000,2009-03,198000
Residential,5959976000,187 W BOLIVAR AV,,13,4740,Ranch,Brick,1,1957,1308,1,4,1,1,7110,2009-03,158000
Residential,5519957000,1551 W MORGAN AV,,13,4520,Ranch,Aluminum / Vinyl,1,1950,1269,1,2,1,0,8280,2009-03,14700
Residential,5490863000,3712 S 3RD ST,,13,4620,Ranch,Brick,1,1956,1102,1,2,1,0,6578,2009-03,144000
Residential,6680079000,3201 W PARNELL AV,,13,4840,Ranch,Aluminum / Vinyl,1,1958,1056,1,3,1,0,8580,2009-03,145500
Residential,6680110000,3213 W BIRCHWOOD AV,,13,4840,Ranch,Aluminum / Vinyl,1,1959,1051,1,3,1,1,7728,2009-03,136000
Residential,6239785000,4809 S 23RD ST,,13,4660,Ranch,Aluminum / Vinyl,1,1960,1048,1,3,1,0,6450,2009-03,116000
Residential,7160063000,6620 S 20TH ST,,13,4920,Ranch,Aluminum / Vinyl,1,1960,907,1,3,2,0,6000,2009-03,145000
Residential,5390750000,3174 S LOGAN AV,,14,4580,Cape Cod,Brick,1.5,1956,2073,1,4,3,0,5535,2009-03,225000
Residential,5470602000,1530 E TRIPOLI AV,,14,4620,Cape Cod,Stone,1,1950,1571,1,4,1,1,7062,2009-03,213500
Residential,5381127000,3216 S GRIFFIN AV,,14,4580,Cape Cod,Brick,1,1947,926,1,3,1,0,4720,2009-03,115000
Residential,5390620000,3256 S PINE AV,,14,4580,Dplx Bungalow,Aluminum / Vinyl,1.5,1927,2109,2,4,3,0,4960,2009-03,217900
Residential,4970031000,2440 S 10TH ST,,14,4160,Duplex O/S,Aluminum / Vinyl,2,1895,1968,1,5,2,0,3720,2009-03,93000
Residential,4991277000,2504 S HOWELL AV,,14,4910,Duplex O/S,Frame,2,1876,1674,2,3,2,0,3600,2009-03,115000
Residential,5480724000,3523 S AUSTIN ST,,14,4620,Duplex O/S,Aluminum / Vinyl,1.5,1921,1391,2,3,2,1,6165,2009-03,189000
Residential,5361503000,1013 W OKLAHOMA AV,,14,4520,Milwaukee Bungalow,Brick,1,1926,1548,1,4,1,0,4800,2009-03,128000
Residential,5810087000,3954 S WHITNALL AV,,14,4700,Milwaukee Bungalow,Aluminum / Vinyl,1,1925,1430,1,3,1,1,6210,2009-03,146900
Residential,5480890000,421 E WILBUR AV,,14,4620,Ranch,Block,1,1947,858,1,2,1,1,6550,2009-03,158900
Residential,5030929000,2943 S WENTWORTH AV,,14,4540,Residence O/S,Aluminum / Vinyl,1.5,1898,1611,1,3,2,0,3510,2009-03,293500
Residential,5050841000,169 E MONTANA ST,,14,4910,Residence O/S,Frame,1,1922,1334,1,4,2,1,3078,2009-03,165000
Residential,4661216000,2127 S MOUND ST,,14,4510,Residence O/S,Aluminum / Vinyl,1,1900,1220,1,3,2,0,4290,2009-03,170000
Residential,3270554000,2467 N 40TH ST,,15,2380,Duplex O/S,Aluminum / Vinyl,2,1913,2902,2,6,2,0,4720,2009-03,90000
Residential,3261448000,2626 N 34TH ST,,15,2400,Duplex O/S,Aluminum / Vinyl,1.5,1905,1596,2,3,2,0,2970,2009-03,44800
Residential,3280941000,2403 N 46TH ST,,15,2520,Residence O/S,Stucco,1,1916,1680,1,5,3,0,4920,2009-03,140000
Residential,1710117000,5654 N 41ST ST,,1,900,Colonial,Aluminum / Vinyl,2,1939,1816,1,5,1,1,4800,2009-04,121300
Residential,2081002000,4873-A N 39TH ST,,1,1440,Dplx Bungalow,Aluminum / Vinyl,1.5,1929,1596,2,4,2,0,4800,2009-04,73000
Residential,2081002000,4873-A N 39TH ST,,1,1440,Dplx Bungalow,Aluminum / Vinyl,1.5,1929,1596,2,4,2,0,4800,2009-04,38000
Residential,2090666100,4831 N 46TH ST,,1,1150,Duplex O/S,Frame,1.5,1925,1546,2,3,2,0,4356,2009-04,90000
Residential,2451110000,4128 N 21ST ST,,1,1620,Milwaukee Bungalow,Aluminum / Vinyl,1,1927,1278,1,4,1,0,4920,2009-04,80000
Residential,2050304000,5062 N 20TH ST,,1,1340,Ranch,Aluminum / Vinyl,1,1953,1082,1,3,1,0,6600,2009-04,99900
Residential,2080856000,5043 N 38TH ST,,1,1440,Residence O/S,Aluminum / Vinyl,1,1926,1334,1,4,2,1,5805,2009-04,79026
Residential,2120849000,4858 N 74TH ST,,2,1480,Cape Cod,Aluminum / Vinyl,1,1956,1107,1,3,1,0,5265,2009-04,80000
Residential,2120478100,5044 N 74TH ST,,2,1480,Cape Cod,Aluminum / Vinyl,1,1942,1073,1,3,1,0,7526,2009-04,57000
Residential,2250840000,4694 N 75TH ST,,2,1480,Cape Cod,Aluminum / Vinyl,1,1951,862,1,2,1,0,10680,2009-04,84500
Residential,2500435000,4074 N 68TH ST,,2,1490,Duplex N/S,Masonry / Frame,2,1956,2588,2,6,2,0,6018,2009-04,99900
Residential,1870309000,5431 N 83RD ST,,2,1400,Duplex N/S,Aluminum / Vinyl,2,1957,2066,2,6,2,0,6250,2009-04,70450
Residential,1770305000,5637 N 86TH PL,,2,1020,Ranch,Aluminum / Vinyl,1,1965,1223,1,3,1,1,6500,2009-04,120100
Residential,1780068000,5750 N 98TH ST,,2,1020,Ranch,Aluminum / Vinyl,1,1963,1218,1,3,1,1,4920,2009-04,110000
Residential,1779931110,8532 W SILVER SPRING DR,,2,1020,Ranch,Brick,1,1947,1077,1,2,1,0,15030,2009-04,100000
Residential,2250137000,4436 N 73RD ST,,2,1480,Ranch,Aluminum / Vinyl,1,1957,988,1,3,1,0,5000,2009-04,71000
Residential,3190404000,2575 N CRAMER ST,,3,3170,Dplx Bungalow,Aluminum / Vinyl,2,1925,2848,2,6,2,0,5080,2009-04,285000
Residential,3140108000,2807 N FRATNEY ST,,3,2890,Dplx Bungalow,Aluminum / Vinyl,2,1923,2724,2,6,2,0,4800,2009-04,189000
Residential,3590662000,1655 N WARREN AV,,3,3240,Duplex O/S,Aluminum / Vinyl,1.5,1890,1570,2,2,2,0,2640,2009-04,146000
Residential,3180311000,2664 N SUMMIT AV,,3,3060,Residence O/S,Masonry / Frame,2,1909,3701,1,6,4,1,6960,2009-04,594225
Residential,2780275000,3315 N SHEPARD AV,,3,3060,Residence O/S,Frame,2,1909,2167,1,3,1,2,3600,2009-04,238000
Residential,3550130000,1935 N BARTLETT AV,,3,3190,Residence O/S,Aluminum / Vinyl,1,1890,1113,1,3,1,0,2670,2009-04,130000
Residential,3030533000,3009 N 77TH ST,,5,2080,Cape Cod,Stone,1,1948,1247,1,3,1,0,4800,2009-04,117000
Residential,3030814000,2808 N 77TH ST,,5,2080,Cape Cod,Brick,1,1949,1218,1,3,1,0,4800,2009-04,158000
Residential,2930114000,3278 N 87TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1952,1173,1,3,1,0,5000,2009-04,157500
Residential,2920231000,3155 N 82ND ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1952,1124,1,3,1,1,6500,2009-04,160000
Residential,3030420000,2970 N 78TH ST,,5,2080,Cape Cod,Aluminum / Vinyl,1.5,1941,1084,1,3,1,1,5280,2009-04,144875
Residential,2540207000,4356 N 100TH ST,,5,1460,Cape Cod,Frame,1.5,1941,1035,1,3,1,1,4800,2009-04,80000
Residential,2930932000,3149 N 88TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1,1951,954,1,3,1,0,5200,2009-04,127500
Residential,3020326000,3057 N 84TH ST,,5,2080,Cape Cod,Brick,1,1951,948,1,2,1,0,5320,2009-04,147400
Residential,2920940000,3456 N 79TH ST,,5,2040,Cape Cod,Aluminum / Vinyl,1,1952,722,1,2,1,0,4116,2009-04,112500
Residential,1160078000,6920 N 99TH ST,,5,440,Colonial,Masonry / Frame,2,1972,2464,1,4,1,1,12600,2009-04,200000
Residential,2610079000,3764 N 97TH ST,,5,2100,Colonial,Aluminum / Vinyl,2,1954,1872,1,4,1,1,5700,2009-04,189900
Residential,1800252000,11125 W FLORIST AV,,5,780,Colonial,Aluminum / Vinyl,2,1988,1800,1,3,1,1,9525,2009-04,173000
Residential,3020656000,2849 N 90TH ST,,5,2120,Colonial,Aluminum / Vinyl,2,1948,1378,1,3,1,1,6250,2009-04,185000
Residential,2140258000,8606 W HAMPTON AV,,5,1400,Duplex N/S,Brick,2,1966,2744,2,6,2,2,5160,2009-04,147000
Residential,2530977000,4115 N 84TH ST,,5,1460,Duplex N/S,Masonry / Frame,2,1955,2192,2,6,2,0,6400,2009-04,190000
Residential,2530326100,9026 W FIEBRANTZ AV,,5,1460,Duplex N/S,Brick,1.5,1953,1930,2,4,2,0,7809,2009-04,75000
Residential,1160180000,9525 W ORINDA CT,,5,440,Ranch,Brick,1,1963,1446,1,3,1,1,16768,2009-04,153500
Residential,3020344000,3023 N 85TH ST,,5,2080,Ranch,Stone,1,1951,1280,1,2,2,0,5000,2009-04,158000
Residential,2610877000,3431 N 96TH ST,,5,2100,Ranch,Aluminum / Vinyl,1,1953,1263,1,3,1,0,6000,2009-04,128000
Residential,2240510000,4662 N 80TH ST,,5,1470,Ranch,Brick,1,1958,1219,1,3,1,1,4800,2009-04,94000
Residential,1480185000,6165 N 122ND ST,,5,780,Ranch,Aluminum / Vinyl,1,1971,1217,1,4,1,1,10166,2009-04,168000
Residential,2631206000,3710 N 77TH ST,,5,2040,Ranch,Brick,1,1955,1200,1,3,1,0,5610,2009-04,119900
Residential,2170005110,5119 N 107TH ST,,5,1040,Ranch,Brick,1,1958,1076,1,3,2,0,9000,2009-04,158500
Residential,2520553000,4058 N 81ST ST,,5,1470,Ranch,Aluminum / Vinyl,1,1956,997,1,3,1,0,6240,2009-04,98000
Residential,2230664000,8909 W LAWRENCE AV,,5,1460,Ranch,Aluminum / Vinyl,1,1958,963,1,3,2,0,6240,2009-04,95000
Residential,2140120200,8575 W APPLETON AV,,5,1400,Townhouse,Masonry / Frame,2,1967,2424,2,6,2,2,5400,2009-04,122500
Residential,3140465000,2846 N RICHARDS ST,,6,2930,Duplex O/S,Frame,1.5,1902,1990,2,5,2,0,4200,2009-04,28000
Residential,2030212000,202 W HAMPTON AV,,6,1220,Milwaukee Bungalow,Brick,1,1928,1653,1,4,1,1,5400,2009-04,179000
Residential,2670793000,3736 N 49TH ST,,7,1820,Cape Cod,Stone,1,1935,1711,1,4,1,1,7038,2009-04,95000
Residential,2880386000,3356 N 48TH ST,,7,1840,Cape Cod,Brick,1.5,1937,1647,1,4,2,0,5125,2009-04,123000
Residential,2660628000,3515 N 57TH ST,,7,1830,Cape Cod,Brick,1,1948,1590,1,3,1,0,4920,2009-04,117000
Residential,2660591000,3625 N 56TH ST,,7,1830,Cape Cod,Stone,1,1947,1402,1,4,3,0,4551,2009-04,110000
Residential,3070999000,2738 N 47TH ST,,7,2510,Dplx Bungalow,Aluminum / Vinyl,2,1923,2496,2,4,2,0,4920,2009-04,82000
Residential,2890193000,5120 W ROOSEVELT DR,,7,1850,Dplx Bungalow,Stone,1.5,1943,1973,2,3,2,0,4800,2009-04,100000
Residential,2871514000,3426 N 40TH ST,,7,1740,Dplx Bungalow,Aluminum / Vinyl,1.5,1929,1930,2,4,2,0,4324,2009-04,38500
Residential,4350321000,3223 W SCOTT ST,,8,4060,Cottage,Frame,1,1885,652,1,2,1,0,3600,2009-04,37000
Residential,4350661000,1012 S 29TH ST,,8,4060,Duplex O/S,Frame,2,1914,2540,2,6,2,0,4165,2009-04,137000
Residential,1730127000,5722 N 60TH ST,,9,960,Cape Cod,Aluminum / Vinyl,1,1953,1020,1,4,1,0,5500,2009-04,45000
Residential,840280000,7686 N HIGHVIEW DR,,9,360,Ranch,Brick,1,1957,1217,1,3,2,0,11456,2009-04,170000
Residential,1430617000,8208 W DAPHNE ST,,9,480,Ranch,Brick,1,1957,1188,1,3,1,1,7717,2009-04,124000
Residential,840355000,7776 N DELTA PL,,9,360,Ranch,Masonry / Frame,1,1957,1161,1,3,1,1,10125,2009-04,117000
Residential,4180231000,236 S 80TH ST,,10,2720,Cape Cod,Aluminum / Vinyl,1.5,1947,1636,1,3,1,0,5560,2009-04,162000
Residential,4070649000,224 N 79TH ST,,10,2720,Cape Cod,Brick,1,1945,946,1,3,2,0,4320,2009-04,147500
Residential,3460854000,5902 W WASHINGTON BL,,10,2580,Colonial,Masonry / Frame,2,1926,2407,1,3,2,2,7080,2009-04,232000
Residential,4020407000,244 N 41ST ST,,10,2180,Cottage,Aluminum / Vinyl,1,1900,1240,1,3,1,1,3900,2009-04,96500
Residential,3850683000,5520 W WELLS ST,,10,2660,Dplx Bungalow,Stucco,1.5,1925,1759,2,3,2,0,5400,2009-04,121000
Residential,3290931000,2333 N 55TH ST,,10,2540,Milwaukee Bungalow,Brick,1,1926,2011,1,3,1,1,5280,2009-04,105000
Residential,3301270000,2525 N 61ST ST,,10,2540,Milwaukee Bungalow,Brick,1,1927,2005,1,4,2,0,4800,2009-04,225000
Residential,3460101000,5804 W ELLIOTT CR,,10,2540,Milwaukee Bungalow,Brick,1,1927,1733,1,3,1,1,4050,2009-04,195000
Residential,3461437000,2209 N 56TH ST,,10,2540,Milwaukee Bungalow,Aluminum / Vinyl,1,1920,1620,1,4,1,1,4294,2009-04,139000
Residential,3040154000,2919 N 73RD ST,,10,2080,Milwaukee Bungalow,Brick,1,1931,1557,1,3,1,0,5400,2009-04,160000
Residential,3050460000,2855 N HARTUNG AV,,10,1980,Milwaukee Bungalow,Brick,1,1927,1214,1,2,1,0,5200,2009-04,120000
Residential,2890549000,3161 N 58TH ST,,10,1850,Ranch,Stone,1,1952,1728,1,3,1,1,6542,2009-04,140000
Residential,2640360000,6626 W VIENNA AV,,10,1940,Ranch,Stone,1,1955,1289,1,3,1,1,6075,2009-04,132957
Residential,2650221000,3744 N 64TH ST,,10,1940,Ranch,Frame,1,1951,1202,1,3,1,0,8400,2009-04,85000
Residential,4200698000,315 S 64TH ST,,10,2710,Ranch,Aluminum / Vinyl,1,1953,792,1,2,2,0,3870,2009-04,134000
Residential,4180116000,164 S 77TH ST,,10,2720,Ranch,Brick,1,1948,788,1,2,1,0,5360,2009-04,124500
Residential,4050415000,112 N 66TH ST,,10,2700,Residence O/S,Aluminum / Vinyl,1.5,1926,1223,1,4,1,2,4332,2009-04,125000
Residential,4190577000,529 S 73RD ST,,10,2710,Residence O/S,Frame,1,1916,934,1,3,1,0,3660,2009-04,82900
Residential,5600509000,3540 S 85TH ST,,11,4350,Cape Cod,Aluminum / Vinyl,1,1941,1320,1,3,2,0,7564,2009-04,125000
Residential,5330782000,3168 S 29TH ST,,11,4400,Cape Cod,Aluminum / Vinyl,1,1950,1220,1,3,1,0,4800,2009-04,100000
Residential,5730362000,4024 S 53RD ST,,11,4420,Cape Cod,Aluminum / Vinyl,1,1954,1187,1,4,1,0,6750,2009-04,127000
Residential,4920202000,4808 W MONTROSE AV,,11,4260,Cape Cod,Aluminum / Vinyl,1,1953,1163,1,3,1,0,4950,2009-04,143000
Residential,4901163000,2545 S 66TH ST,,11,4240,Cape Cod,Brick,1,1958,1100,1,2,2,0,4838,2009-04,128000
Residential,5120410000,2954 S 48TH ST,,11,4320,Cape Cod,Brick,1,1949,863,1,2,1,0,4920,2009-04,125000
Residential,5540086000,3799 S CENTENNIAL CR,,11,4425,Colonial,Prem Wood,2,2002,2674,1,4,2,1,5651,2009-04,314000
Residential,5330807000,3130 S 28TH ST,,11,4400,Colonial,Aluminum / Vinyl,2,1949,1275,1,3,1,0,4800,2009-04,129000
Residential,5331015000,3445 S 32ND ST,,11,4400,Duplex N/S,Brick,2,1957,2550,2,6,2,0,6700,2009-04,150000
Residential,5600155000,3742 S 87TH ST,,11,4350,Duplex N/S,Aluminum / Vinyl,2,1957,1884,2,6,2,0,7638,2009-04,199000
Residential,5250321100,3279 S 97TH ST,,11,4350,Milwaukee Bungalow,Frame,1,1927,1618,1,5,2,0,7560,2009-04,199000
Residential,5580020000,3555 S SUNSET DR,,11,4330,Ranch,Frame,1,1954,1478,1,3,1,0,10315,2009-04,149000
Residential,5619998110,3525 S 92ND ST,,11,4350,Ranch,Frame,1,1964,1292,1,4,1,1,6750,2009-04,155300
Residential,5580626000,7322 W WEDGEWOOD DR,,11,4330,Ranch,Aluminum / Vinyl,1,1959,1233,1,3,1,1,7260,2009-04,179300
Residential,5100397000,3100 W OKLAHOMA AV,,11,4400,Ranch,Brick,1,1954,1149,1,2,1,1,6000,2009-04,125000
Residential,5740001010,4019 S 48TH ST,,11,4420,Ranch,Aluminum / Vinyl,1,1961,1062,1,3,1,0,6000,2009-04,140000
Residential,5280020000,3267 S 68TH ST,,11,4380,Ranch,Aluminum / Vinyl,1,1954,972,1,3,1,0,6240,2009-04,149500
Residential,5280061000,3378 S 69TH ST,,11,4380,Ranch,Aluminum / Vinyl,1,1955,972,1,3,1,0,5750,2009-04,143000
Residential,5140394000,6622 W BENNETT AV,,11,4240,Ranch,Frame,1,1951,958,1,2,1,0,5940,2009-04,115000
Residential,5730346000,4032 S 54TH ST,,11,4420,Ranch,Aluminum / Vinyl,1,1954,943,1,3,1,0,7488,2009-04,168000
